run_timestamp,experiment,phase,method,INPUT_LEN,input_len,frac_target,n_target,rep_idx,seed,metric_mae,metric_mse,metric_rmse,target_region,source_region,TARGET_COL,HORIZON,STRIDE,n_features,target_station_ids,delta_pct,note,use_target_task_loss,n_repeats,arima_mae,arima_mse,vanilla_mae_mean,vanilla_mae_std,vanilla_mse_mean,vanilla_mse_std,dann_mae_mean,dann_mae_std,dann_mse_mean,dann_mse_std,delta_mae_mean,delta_mse_mean,wilcoxon_p_mae,wilcoxon_p_mse
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,11.0,1986040682.0,0.910807728767395,1.4129568338394165,1.1886786083039504,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,11.0,1986040682.0,1.0090841054916382,1.6660056114196777,1.2907383977474591,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,12.0,1884973841.0,0.9843101501464844,1.6525148153305054,1.2855017757010316,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,12.0,1884973841.0,1.0314158201217651,1.6929664611816406,1.3011404463706602,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,13.0,730540642.0,0.9256620407104492,1.4555667638778687,1.2064687164936638,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,13.0,730540642.0,0.9864869117736816,1.588503122329712,1.2603583309240718,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,14.0,545106071.0,0.9783110618591309,1.666029930114746,1.2907478181716001,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,14.0,545106071.0,1.1037029027938843,1.858576774597168,1.3632962900988062,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,15.0,1933550835.0,0.9637685418128967,1.5638881921768188,1.250555153592523,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,15.0,1933550835.0,0.9987155795097351,1.6116279363632202,1.2694990887602953,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,16.0,718515217.0,0.9756293296813965,1.6116302013397217,1.2694999808348646,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,16.0,718515217.0,0.9834422469139099,1.6239852905273438,1.2743568144469366,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,17.0,383969890.0,0.9142743349075317,1.4298115968704224,1.1957472964094138,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,17.0,383969890.0,1.0174411535263062,1.6639816761016846,1.2899541372086392,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,18.0,336887062.0,1.003078579902649,1.626429557800293,1.2753154738339423,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,dann,7,7.0,0.15,5738.0,18.0,336887062.0,1.0014629364013672,1.6477739810943604,1.2836564887439164,papua,java,max_temperature,7,2,9,,,,True,,,,,,,,,,,,,,,
2026-03-13T14:30:36+08:00,low_resource,repeat,vanilla,7,7.0,0.15,5738.0,19.0,1141844158.0,0.9620159864425659,1.5436991453170776,1.2424568987764033,papua,java,max_temperature,7,2,9,,,,,,,,,,,,,,,,,,,
